,job_title,company_name,area,city,country,job_type,job_state,exp_level,exp_years,job_category,skills,posted
129,DevOps Engineer,34ML,Heliopolis,Cairo,Egypt ,Full Time,Remote,Entry Level,0 - 3 Yrs of Exp,IT/Software Development,Information Technology (IT) MEAN Stack Mobile Development Objective-C Software Design Web Development Web Design,1 month ago
130,Customer Service Operation Manager | French Speaker,Intouch CX ,Maadi,Cairo,Egypt ,Full Time,Remote,Manager,3 - 6 Yrs of Exp,Customer Service/Support,french Leadership,27 days ago
131,Software QA Engineer,Ejada ,Heliopolis,Cairo,Egypt ,Full Time,Remote,Experienced,4 - 6 Yrs of Exp,IT/Software Development,Quality Assurance Software Development Software Java Git Testing,1 month ago
132,Digital Marketing Specialist,ataya,Not mentioned,Cairo,Egypt ,Full Time,Remote,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Digital Marketing Marketing Campaigns digital marketing E-Marketing media SEM SEO,28 days ago
133,Public Relations Associate And Online Reputation Manager,Opulence Group,Not mentioned,Dubai,United Arab Emirates ,Full Time,Hybrid,Experienced,3 - 6 Yrs of Exp,Operations/Management,media Social Media business Communication Digital Marketing Management Marketing,2 months ago
134,Software developer,leap21,Aswan,Aswan,Egypt ,Full Time,Hybrid,Entry Level,,IT/Software Development,Information Technology (IT) Computer Science,14 days ago
135,Application Manager,Universities of Canada in Egypt,New Capital,Cairo,Egypt ,Full Time,Hybrid,Manager,7 - 10 Yrs of Exp,IT/Software Development,Database CRM IT Management Software Engineering application,10 days ago
136,"Senior Software Engineer, Team Leader, Fintech",Optasia,Not mentioned,Cairo,Egypt ,Full Time,Hybrid,Experienced,,IT/Software Development,Java Software Development Docker Information Technology (IT) Programming NoSQL Software Engineering Computer Science,17 days ago
137,WordPress & Web design Video Tutorials and Content Creator,Nile Creations,Heliopolis,Cairo,Egypt ,Full Time,Hybrid,Experienced,,Writing/Editorial,SEO E-marketing Digital Marketing Social Media Marketing English WordPress,1 month ago
138,"Presales & Customer Engagement Manager, Fintech",Optasia,Not mentioned,Cairo,Egypt ,Full Time,Hybrid,Experienced,3 - 8 Yrs of Exp,Other,business Commercial Management English,17 days ago
139,Data/Artificial Intelligence Sr. Consultant,Exco Egypt,Nasr City,Cairo,Egypt ,Full Time,Hybrid,Manager,10 - 16 Yrs of Exp,males_preferred,Artificial Intelligence Computer Science Software Development Data Engineer,2 months ago
140,Real Estate Appointment Setter/Sales Agent,Confidential,Not mentioned,Newark,United States ,Full Time,Hybrid,Experienced,,Business Development,Real Estate Sales Cold Calling Sales Property Sales Sales Target Outdoor Sales,13 days ago
141,3 D Designer,B&F Soft,Mohandessin,Giza,Egypt ,Full Time,Hybrid,Experienced,2 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,3D Graphics 3D Modeling AutoCAD Design Art Animation Adobe Photoshop,15 days ago
142,Partner Success Supervisor / E-Learning Specialist (Online KSA),classera,New Cairo,Cairo,Egypt ,Full Time,Hybrid,Experienced,,IT/Software Development,Activation Computer Science Computer Skills Information technology Learning technologies Market Research Microsoft Office,2 months ago
143,Junior Project Manager for eCommerce projects,scandiweb,Not mentioned,Alexandria,Egypt ,Full Time,Hybrid,Entry Level,0 - 1 Yrs of Exp,IT/Software Development,agile magento scrum eCommerce web development,2 months ago
144,Machine Learning Engineer,WUZZUF,Maadi,Cairo,Egypt ,Full Time,Hybrid,Experienced,2 - 4 Yrs of Exp,IT/Software Development,Python ElasticSearch Machine Learning Web Development Pandas Information Retrieval Recommender Systems,1 month ago
145,Tele Sales ( opening ) in field Real Estate Brokerage (Fluent in The Saudi Accent),Creative Motion,Katameya,Cairo,Egypt ,Full Time,Hybrid,Experienced,2 - 3 Yrs of Exp,Customer Service/Support,Real Estate sales skills Agent Brokerage Call Center Customer Service Customer Support,2 months ago
146,Node Js Engineer,PureCode Software,Not mentioned,Austin,United States ,Full Time,Hybrid,Entry Level,1 - 5 Yrs of Exp,IT/Software Development,Software Development JavaScript React js mongo db Git Information Technology (IT) Communication,2 months ago
147,Full Stack Developer,PureCode Software,Not mentioned,Austin,United States ,Full Time,Hybrid,Entry Level,1 - 5 Yrs of Exp,IT/Software Development,"MySQL, MongoDB Angular, React, Node.js) Information Technology (IT) Communication Communication skills Computer Science Skills",2 months ago
148,Senior Associate Consultant,Infosys,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Experienced,,Sales/Retail,Sales Skills Real Estate Sales Target Information Technology (IT) Customer Service Computer Science,28 days ago
149,Junior Web Developer/Cairo,scandiweb,Not mentioned,Cairo,Egypt ,Full Time,Remote,Entry Level,,PHP,MySQL OOP VueJS JavaScript,1 month ago
150,Junior Web Developer,scandiweb,Not mentioned,Alexandria,Egypt ,Full Time,Remote,Entry Level,,PHP,MySQL OOP VueJS JavaScript,1 month ago
151,Business Development Specialist - IT & Software,TapTalent.ai,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Experienced,,Marketing/PR/Advertising,Sales Sales Skills Sales Target Marketing Customer Service Customer Support,2 hours ago
152,Technical Project Manager | SCADA Aveva,Avanceon Middle East & South Asia,Not mentioned,Doha,Qatar ,Full Time,Remote,Experienced,,Project/Program Management,Project Management Computer Science Engineering Software Development Software Engineering C#,10 days ago
153,"Associate Consultant - ServiceNow - Abu Dhabi, UAE",Infosys,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Entry Level,,IT/Software Development,Information Technology (IT) Accounting Finance Microsoft Office Tax Commerce,28 days ago
154,Sales Executive,Expertflow,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Experienced,,Customer Service/Support,Sales Skills Sales Target Customer Service Customer Support Customer Care Microsoft Office,28 days ago
155,R&D Engineer III,Rewaa,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Entry Level,,IT/Software Development,Science Engineering Information Technology (IT) Computer Science Research Pharmacy,1 day ago
156,Junior Full-stack Developer (React.js + PHP),scandiweb,Not mentioned,Alexandria,Egypt ,Full Time,Remote,Entry Level,,PHP,Magento CSS MySQL GraphQL JS Development,2 months ago
157,Junior Full-stack Developer (React.js + PHP)/Cairo,scandiweb,Not mentioned,Cairo,Egypt ,Full Time,Remote,Entry Level,,PHP,Magento CSS MySQL GraphQL JS Development,2 months ago
158,Sales Account Manager,Chat360,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Remote,Experienced,,Customer Service/Support,Sales Skills Sales Target Customer Service Customer Support Customer Care Marketing,24 days ago
159,Head of Strategic Opportunities and Chief of Staff to the CEO,Kira Studio,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Manager,,Business Development,management microsoft office accounting operations business development communication skills,16 days ago
160,System Engineer (Application Support),Hamad International Airport,Not mentioned,Doha,Qatar ,Full Time,Remote,Entry Level,,IT/Software Development,Computer Science Engineering Computer Engineering Software Engineering Installation Software Development,2 days ago
161,Public Relations Account Executive,Publicist Inc,Zamalek,Cairo,Egypt ,Full Time,Remote,Entry Level,1 - 3 Yrs of Exp,Writing/Editorial,Public Relations (PR) PR Media Writing Digital Advertising Management,2 months ago
162,Program Manager - IT Infrastructure projects - Abu Dhabi,Infosys,Not mentioned,Dubai,United Arab Emirates ,Full Time,Remote,Entry Level,,Project/Program Management,Information Technology (IT) Management Computer Science Engineering Program Management Programming,9 days ago
163,Business Development Executive(Riyadh based),Element8,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Marketing/PR/Advertising,Sales Sales Skills Sales Target Marketing Customer Service Customer Support,5 days ago
164,Paralegal,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Customer Service/Support,Paralegal Administration English Law Legal Services Microsoft Excel,8 days ago
165,Public Relations Account Manager,Publicist Inc,Zamalek,Cairo,Egypt ,Full Time,Not Mentioned,Manager,4 - 6 Yrs of Exp,Writing/Editorial,Communication Public Relations (PR) Consulting PR Content Writing Project Management Social Media,2 months ago
166,Technology Lead - UAE,Infosys,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,Sales/Retail,Computer Science Computer Engineering Software Development Sales Software Engineering IT Sales,8 hours ago
167,Engineer - Quality Assurance,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Engineering - Telecom/Technology,Information Technology (IT) Computer Science Software Development Software Engineering Computer Engineering Mechanical Engineering,8 days ago
168,E-ECR Communication Executive East,BASF,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,Sales/Retail,e-marketing social media digital marketing media microsoft office advertising,19 days ago
169,Graphic Designer,Nathan & Nathan,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Marketing/PR/Advertising,Adobe Photoshop Design Adobe Illustrator Adobe Indesign Marketing Social Media,1 month ago
170,Creative Videographer and Videoeditor,Dawrati | دوراتي,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Marketing/PR/Advertising,marketing media adobe photoshop social media adobe premiere videographer,3 days ago
171,Senior Data Scientist - 1 year FTC - Saudi Arabia relocation,Fathom.io,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Analyst/Research,Information Technology (IT) SQL Python Engineering Data Analysis Software Development,6 days ago
172,"Senior Manager, Data Scientist",Ooredoo Kuwait,Not mentioned,Kuwait City,Kuwait ,Full Time,Not Mentioned,Experienced,,IT/Software Development,Information Technology (IT) Engineering SQL Data Management Data Science Java,23 days ago
173,Specialist - Business Intelligence,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Sales/Retail,Social Media Sales Microsoft Office E-marketing Sales Skills Media,8 days ago
174,Senior Product Manager,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,Marketing/PR/Advertising,Marketing Information Technology (IT) Sales Skills Project Management Product Management Computer Science,8 days ago
175,English and Arabic Creative Copywriter,Dawrati | دوراتي,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Marketing/PR/Advertising,Writing Social Media English Arabic Copywriting Media,3 days ago
176,"Business Development Manager| Qatar | 50,000 QAR Base per month |",Edison Smart,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,,Marketing/PR/Advertising,aws c#.net c++ computer science,16 days ago
177,Elementary School Administrative Assistant,American International School Riyadh,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,,Operations/Management,microsoft office education admin customer service communication skills english,17 days ago
178,Cyber Security Specialist,EBR Consulting,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Sales/Retail,Computer Science Computer Engineering Engineering Security Information Security Telecommunication,26 days ago
179,Data Engineer Specialist,MSD GCC,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Not specified,,IT/Software Development,Administration Microsoft Office Information Technology (IT) Computer Science Engineering Admin,16 days ago
180,Backend Engineer,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,IT/Software Development,Computer Science Software Development Software Engineering Back-End Engineering PHP,8 days ago
181,Data Scientist,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Analyst/Research,Computer Science Information Technology (IT) SQL Data Science Data Scientist Machine Learning,8 days ago
182,Program Manager,Presight,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Entry Level,,Project/Program Management,Information Technology (IT) Management Computer Science Engineering Program Management Programming,8 days ago
183,Elementary School Music Teacher,American International School Riyadh,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,,Education/Teaching,Math Mathematics School Social Studies Core State Standards English,17 days ago
184,Social Data Anaylst,Monks,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,,Sales/Retail,social media e-marketing media market research english google analytics,6 hours ago
185,Senior Systems Engineer - HPC,Core42,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,Engineering - Telecom/Technology,Information Technology (IT) Computer Science Software Engineering Software Development Computer Engineering Electrical Engineering,24 days ago
186,Regional Sales Manager - Middle East - Cyber Security,CloudSEK,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,Operations/Management,Sales Skills Sales Target Customer Service Customer Support Customer Care Management,29 days ago
187,Senior Systems Architect - Kubernetes and OpenShift,Core42,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,IT/Software Development,Computer Science Engineering Architecture Computer Engineering System Administration AutoCAD,24 days ago
188,Senior Systems Architect - HPC,Core42,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,IT/Software Development,Computer Science Engineering Architecture Computer Engineering System Administration AutoCAD,24 days ago
189,Systems Architect - PaaS,Core42,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,IT/Software Development,Information Technology (IT) Engineering Solution Architect System Architect Computer Engineering Java,24 days ago
190,Programme Director,Media.Monks Paris,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Manager,,IT/Software Development,teaching microsoft office computer science design animation media,20 days ago
191,Technical Success Manager,Stats Perform,Not mentioned,Doha,Qatar ,Full Time,Not Mentioned,Experienced,,IT/Software Development,Civil Engineering Information Technology (IT) Technical Office Computer Science Project Management AutoCAD,23 days ago
192,Application Support Analyst,RLDatix,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Entry Level,,IT/Software Development,Computer Science SQL Application Support Computer Engineering Technical Support Customer Support,24 days ago
193,Product Manager,Toptal,Not mentioned,Riyadh,Saudi Arabia ,Full Time,Not Mentioned,Experienced,,Marketing/PR/Advertising,Marketing Sales Information Technology (IT) Computer Science Project Management Sales Skills,29 days ago
194,People Partner Bi-lingual,Hill & Knowlton,Not mentioned,Dubai,United Arab Emirates ,Full Time,Not Mentioned,Experienced,,Analyst/Research,sales skills administration analysis audit business intelligence compensation,22 days ago
195,Software Technical Project Manager,3S Software,Nasr City,Cairo,Egypt ,Full Time,Hybrid,Manager,4 - 7 Yrs of Exp,IT/Software Development,Computer Science Information Technology (IT) Management Microsoft Office PMP Project Project Management,9 days ago
